timestamp,device,usage_category,prompt_length,session_length_minutes,satisfaction_rating,assistant_model,tokens_used
2025-03-28 09:39:00,Mobile,Daily Tasks,109,10.16,1,Mini,436
2025-02-21 12:26:00,Mobile,Entertainment,150,14.41,1,GPT-4o,727
2025-02-05 11:06:00,Mobile,Writing,166,3.37,3,GPT-4o,959
2025-01-01 20:54:00,Tablet,Coding,24,3.58,2,GPT-5.1,453
2025-02-20 14:24:00,Tablet,Entertainment,32,14.13,3,GPT-4o,25
2025-02-25 21:29:00,Mobile,Productivity,23,7.36,1,Mini,1259
2025-03-25 14:00:00,Mobile,Writing,182,12.9,3,GPT-5,1096
2025-01-21 18:18:00,Smart Speaker,Entertainment,132,5.91,3,o1,202
2025-01-15 15:40:00,Desktop,Daily Tasks,108,6.24,1,Mini,578
2025-03-31 22:28:00,Desktop,Coding,159,7.22,5,GPT-5.1,407
2025-02-19 13:02:00,Desktop,Daily Tasks,119,19.8,2,Mini,1467
2025-01-03 10:02:00,Mobile,Productivity,50,12.23,3,GPT-5,1413
2025-01-10 12:15:00,Mobile,Daily Tasks,104,4.14,1,GPT-5.1,1043
2025-02-12 18:51:00,Tablet,Education,142,8.09,4,GPT-4o,672
2025-02-25 13:47:00,Mobile,Research,12,5.61,2,o1,97
2025-01-22 22:23:00,Desktop,Research,123,4.86,2,Mini,385
2025-02-02 21:52:00,Tablet,Coding,101,9.96,4,o1,157
2025-03-08 06:17:00,Tablet,Entertainment,18,8.62,2,o1,1188
2025-03-29 02:05:00,Desktop,Productivity,56,3.41,5,o1,150
2025-02-14 04:41:00,Desktop,Research,92,7.23,5,GPT-4o,1022
2025-02-07 09:17:00,Desktop,Writing,71,4.75,4,o1,1429
2025-02-02 12:02:00,Desktop,Education,61,9.54,5,GPT-5.1,475
2025-01-13 06:09:00,Desktop,Writing,131,4.59,4,GPT-5,1032
2025-01-05 17:59:00,Smart Speaker,Writing,83,6.27,5,GPT-5.1,1321
2025-03-17 01:26:00,Mobile,Education,102,4.96,1,GPT-5,652
2025-01-04 08:13:00,Desktop,Entertainment,160,1.71,2,GPT-5,684
2025-03-15 21:04:00,Mobile,Research,23,19.16,3,GPT-4o,316
2025-01-23 06:05:00,Mobile,Daily Tasks,75,7.18,2,GPT-4o,652
2025-03-04 12:53:00,Smart Speaker,Daily Tasks,19,19.59,4,GPT-5.1,1312
2025-03-27 15:26:00,Tablet,Entertainment,185,7.41,1,o1,1001
2025-03-09 09:26:00,Mobile,Entertainment,41,11.2,3,GPT-5.1,318
2025-03-07 15:46:00,Desktop,Daily Tasks,164,4.35,4,GPT-5.1,799
2025-01-24 19:47:00,Smart Speaker,Productivity,42,4.44,5,GPT-5,1065
2025-02-23 20:02:00,Mobile,Daily Tasks,68,6.9,1,GPT-5.1,134
2025-02-27 18:50:00,Smart Speaker,Daily Tasks,123,19.48,5,GPT-4o,1149
2025-02-08 06:38:00,Desktop,Research,167,3.5,2,Mini,317
2025-01-04 10:07:00,Tablet,Education,39,1.4,1,GPT-4o,456
2025-03-24 02:51:00,Mobile,Productivity,46,13.91,1,Mini,636
2025-01-18 17:16:00,Desktop,Writing,176,11.67,2,Mini,767
2025-03-29 14:39:00,Mobile,Daily Tasks,67,5.18,2,GPT-5.1,1375
2025-03-25 21:43:00,Mobile,Productivity,45,24.46,3,o1,350
2025-01-02 16:44:00,Desktop,Research,149,25.15,5,GPT-5,398
2025-03-08 12:44:00,Mobile,Daily Tasks,22,1.61,1,o1,580
2025-02-27 01:37:00,Tablet,Writing,174,4.27,2,Mini,1288
2025-01-21 18:15:00,Desktop,Entertainment,175,6.86,1,Mini,1448
2025-03-15 03:36:00,Mobile,Coding,172,9.36,3,Mini,692
2025-01-11 00:35:00,Mobile,Daily Tasks,62,8.42,1,Mini,1045
2025-01-23 09:10:00,Desktop,Daily Tasks,27,7.16,2,o1,1377
2025-03-27 09:39:00,Smart Speaker,Entertainment,87,3.1,2,GPT-5,1272
2025-03-08 20:32:00,Tablet,Productivity,70,10.17,2,Mini,1028
2025-01-11 02:19:00,Desktop,Entertainment,192,10.57,1,Mini,820
2025-01-13 23:12:00,Smart Speaker,Research,128,13.27,5,GPT-5.1,1476
2025-01-24 03:16:00,Tablet,Research,189,2.76,3,o1,373
2025-01-07 08:24:00,Desktop,Research,151,6.1,3,GPT-5,556
2025-01-17 10:29:00,Tablet,Education,144,4.99,5,GPT-5.1,1075
2025-02-21 11:00:00,Desktop,Education,26,2.72,3,GPT-4o,50
2025-01-01 16:07:00,Smart Speaker,Writing,18,6.03,4,GPT-4o,760
2025-01-26 20:53:00,Mobile,Coding,14,3.22,1,Mini,1284
2025-01-29 06:31:00,Mobile,Entertainment,120,2.37,2,GPT-5,281
2025-03-29 09:04:00,Desktop,Productivity,44,11.77,5,GPT-5,1208
2025-03-29 16:13:00,Tablet,Coding,197,5.15,3,GPT-4o,630
2025-03-18 02:13:00,Desktop,Education,30,4.12,4,GPT-5.1,1293
2025-01-31 18:30:00,Desktop,Research,189,15.45,2,Mini,959
2025-02-17 10:59:00,Desktop,Education,135,10.78,2,o1,252
2025-02-15 09:17:00,Tablet,Entertainment,25,1.28,1,GPT-4o,1108
2025-03-19 09:58:00,Desktop,Coding,16,9.4,5,GPT-5.1,103
2025-03-09 03:13:00,Smart Speaker,Productivity,82,9.37,5,GPT-5.1,379
2025-03-23 14:12:00,Mobile,Writing,71,5.84,4,GPT-5.1,1334
2025-02-19 14:19:00,Desktop,Daily Tasks,66,5.68,2,GPT-5,1316
2025-03-24 17:28:00,Desktop,Education,108,1.87,4,GPT-5,88
2025-03-08 22:09:00,Desktop,Research,30,24.28,5,GPT-5.1,581
2025-03-08 11:52:00,Mobile,Education,30,6.01,2,GPT-5.1,159
2025-03-01 13:08:00,Tablet,Entertainment,140,9.06,4,GPT-5.1,421
2025-01-31 05:02:00,Desktop,Writing,198,6.25,4,GPT-5.1,1451
2025-02-24 18:29:00,Tablet,Entertainment,58,4.17,1,Mini,308
2025-02-02 02:13:00,Desktop,Daily Tasks,186,12.38,3,Mini,969
2025-02-28 11:14:00,Tablet,Research,72,7.92,4,GPT-5,1210
2025-01-23 22:20:00,Smart Speaker,Productivity,70,6.05,3,Mini,1323
2025-03-13 22:11:00,Tablet,Daily Tasks,22,8.99,2,o1,544
2025-02-21 10:09:00,Mobile,Productivity,87,6.68,1,GPT-4o,1051
2025-03-05 22:00:00,Tablet,Research,102,20.46,5,GPT-5.1,735
2025-01-20 23:04:00,Desktop,Productivity,134,12.1,4,GPT-5,178
2025-03-13 06:14:00,Desktop,Education,35,10.01,1,Mini,349
2025-03-14 05:37:00,Desktop,Research,41,2.06,3,GPT-4o,1127
2025-01-14 02:29:00,Mobile,Education,89,10.25,1,Mini,1035
2025-02-01 12:02:00,Mobile,Entertainment,18,10.08,2,GPT-5,791
2025-03-02 23:46:00,Mobile,Daily Tasks,32,3.27,2,GPT-5.1,1175
2025-03-20 14:51:00,Tablet,Entertainment,127,2.02,1,o1,1043
2025-03-08 07:58:00,Desktop,Coding,191,11.77,5,GPT-5,522
2025-02-12 10:51:00,Mobile,Writing,116,12.76,1,o1,455
2025-01-27 23:55:00,Desktop,Productivity,33,4.45,4,o1,1418
2025-03-23 21:31:00,Desktop,Entertainment,198,4.3,1,o1,1458
2025-03-20 17:05:00,Mobile,Education,106,7.82,1,GPT-4o,65
2025-03-22 17:08:00,Smart Speaker,Research,144,5.14,3,Mini,1190
2025-01-28 10:10:00,Mobile,Writing,43,1.98,3,GPT-4o,216
2025-02-09 06:40:00,Desktop,Education,117,3.24,5,GPT-5,1294
2025-01-22 22:40:00,Mobile,Writing,19,8.83,2,o1,891
2025-03-27 21:48:00,Desktop,Writing,127,3.38,2,Mini,1037
2025-03-20 00:55:00,Tablet,Coding,44,13.19,3,GPT-5.1,1058
2025-01-16 14:15:00,Mobile,Writing,182,9.97,2,GPT-5,915
2025-01-23 05:33:00,Desktop,Research,15,9.07,2,Mini,391
2025-02-19 16:25:00,Desktop,Daily Tasks,132,7.71,1,Mini,1214
2025-02-07 09:29:00,Desktop,Entertainment,32,4.03,4,GPT-5.1,840
2025-02-11 09:23:00,Smart Speaker,Daily Tasks,138,10.91,3,o1,826
2025-02-03 02:42:00,Mobile,Coding,101,3.94,3,GPT-4o,491
2025-03-02 15:42:00,Tablet,Daily Tasks,193,13.68,1,GPT-4o,34
2025-03-22 19:48:00,Mobile,Research,132,18.42,5,GPT-5.1,840
2025-03-24 13:11:00,Mobile,Research,77,7.89,1,o1,530
2025-02-10 23:18:00,Desktop,Entertainment,22,16.86,3,GPT-4o,995
2025-03-16 12:14:00,Smart Speaker,Entertainment,121,3.27,4,GPT-4o,559
2025-03-04 11:42:00,Desktop,Coding,90,10.04,4,GPT-4o,1459
2025-01-18 17:19:00,Mobile,Research,15,7.03,3,o1,1027
2025-03-13 11:07:00,Mobile,Daily Tasks,118,11.9,1,GPT-4o,694
2025-02-01 12:54:00,Mobile,Writing,45,1.34,2,GPT-5.1,1068
2025-02-26 12:16:00,Smart Speaker,Productivity,50,11.44,4,o1,979
2025-03-06 20:34:00,Desktop,Writing,6,4.32,3,GPT-4o,938
2025-03-26 22:22:00,Mobile,Entertainment,77,7.28,1,GPT-5.1,875
2025-03-27 08:22:00,Mobile,Productivity,47,24.02,4,GPT-5.1,1399
2025-03-14 05:24:00,Mobile,Daily Tasks,19,10.27,1,Mini,489
2025-02-15 12:55:00,Desktop,Daily Tasks,89,9.38,4,GPT-5,659
2025-02-06 00:26:00,Desktop,Entertainment,47,8.86,5,GPT-5,394
2025-02-09 17:03:00,Desktop,Research,31,14.63,5,GPT-4o,862
2025-03-27 13:45:00,Desktop,Productivity,96,12.18,2,Mini,1482
2025-01-19 10:52:00,Mobile,Writing,17,8.93,1,Mini,920
2025-02-17 05:04:00,Mobile,Writing,198,8.19,1,GPT-4o,326
2025-03-03 03:50:00,Mobile,Research,96,7.81,2,GPT-5,1383
2025-01-03 00:46:00,Mobile,Daily Tasks,199,6.76,1,o1,1189
2025-02-27 03:22:00,Mobile,Daily Tasks,176,2.73,1,GPT-4o,671
2025-01-24 09:37:00,Desktop,Productivity,196,10.12,5,GPT-5,236
2025-01-26 06:11:00,Mobile,Daily Tasks,110,4.65,2,GPT-5.1,615
2025-02-25 22:56:00,Desktop,Productivity,87,6.19,4,GPT-5,1210
2025-01-01 19:12:00,Desktop,Research,145,12.73,4,GPT-5,874
2025-01-15 02:43:00,Mobile,Coding,20,6.87,5,GPT-5.1,294
2025-02-10 22:44:00,Mobile,Research,168,6.5,1,GPT-4o,254
2025-02-22 13:35:00,Desktop,Entertainment,68,7.9,2,GPT-5.1,1451
2025-01-10 19:41:00,Mobile,Writing,6,5.63,1,Mini,681
2025-02-02 13:03:00,Mobile,Education,51,23.68,5,GPT-5.1,1035
2025-01-28 16:18:00,Mobile,Coding,52,21.61,5,GPT-4o,553
2025-02-18 02:16:00,Mobile,Education,7,21.25,1,Mini,153
2025-01-28 01:17:00,Mobile,Research,135,8.88,3,GPT-4o,629
2025-01-01 04:02:00,Desktop,Daily Tasks,23,4.44,2,Mini,1045
2025-02-17 16:57:00,Tablet,Entertainment,170,12.96,3,GPT-5,513
2025-03-18 08:35:00,Mobile,Writing,93,5.66,1,Mini,913
2025-02-22 15:02:00,Mobile,Coding,145,13.72,4,GPT-4o,668
2025-02-02 13:45:00,Mobile,Writing,71,4.28,3,GPT-4o,519
2025-02-13 09:55:00,Desktop,Coding,30,9.32,5,GPT-5.1,397
2025-01-13 14:44:00,Mobile,Writing,40,15.01,1,GPT-4o,405
2025-01-22 07:07:00,Mobile,Coding,130,5.89,2,GPT-4o,398
2025-02-09 09:53:00,Tablet,Education,144,5.88,4,Mini,1083
2025-02-23 07:26:00,Smart Speaker,Research,57,2.19,4,Mini,519
2025-02-13 18:08:00,Mobile,Productivity,74,4.38,2,GPT-4o,1117
2025-03-28 15:50:00,Mobile,Coding,189,8.76,3,o1,480
2025-02-27 08:47:00,Tablet,Entertainment,171,9.69,1,Mini,504
2025-01-03 01:39:00,Desktop,Daily Tasks,85,10.67,3,o1,1387
2025-02-17 05:03:00,Tablet,Daily Tasks,51,1.58,2,Mini,1316
2025-02-22 10:51:00,Mobile,Coding,63,5.68,3,Mini,613
2025-01-04 22:00:00,Desktop,Research,109,2.4,5,GPT-5.1,417
2025-02-04 15:38:00,Desktop,Entertainment,115,8.46,1,Mini,1079
2025-03-20 10:27:00,Tablet,Education,40,1.87,2,o1,123
2025-02-02 02:53:00,Desktop,Coding,17,2.99,5,GPT-4o,695
2025-02-11 02:03:00,Desktop,Coding,101,12.04,5,GPT-5,907
2025-01-20 21:42:00,Desktop,Productivity,160,4.77,5,GPT-4o,1020
2025-01-07 22:17:00,Desktop,Entertainment,34,16.95,1,o1,178
2025-01-29 15:19:00,Desktop,Productivity,84,10.86,5,GPT-5,24
2025-03-11 13:18:00,Mobile,Entertainment,36,5.92,1,Mini,429
2025-03-30 11:38:00,Desktop,Education,52,13.32,3,Mini,196
2025-03-01 09:56:00,Tablet,Entertainment,124,6.29,5,o1,770
2025-03-16 18:42:00,Tablet,Daily Tasks,60,11.59,2,GPT-4o,1380
2025-02-28 10:47:00,Desktop,Research,56,4.22,2,Mini,443
2025-03-01 06:50:00,Desktop,Daily Tasks,199,13.83,4,o1,691
2025-02-08 10:08:00,Mobile,Productivity,38,2.02,1,GPT-4o,338
2025-01-06 12:12:00,Desktop,Research,41,2.98,3,Mini,85
2025-02-06 22:40:00,Desktop,Productivity,186,3.4,4,GPT-5,1060
2025-03-19 20:07:00,Smart Speaker,Coding,112,4.56,5,GPT-5.1,399
2025-02-18 06:29:00,Smart Speaker,Coding,13,8.98,5,GPT-5.1,829
2025-03-10 13:51:00,Tablet,Productivity,87,7.14,2,GPT-5,1030
2025-01-05 13:17:00,Desktop,Coding,115,11.68,5,GPT-4o,1262
2025-01-19 02:41:00,Mobile,Research,54,15.15,2,GPT-4o,294
2025-01-27 21:44:00,Mobile,Coding,111,1.84,4,GPT-4o,880
2025-02-02 08:10:00,Desktop,Coding,131,16.35,5,GPT-5.1,1367
2025-03-30 21:51:00,Mobile,Entertainment,53,6.19,1,GPT-5,735
2025-02-11 13:45:00,Desktop,Coding,163,20.99,5,GPT-4o,80
2025-03-01 14:20:00,Desktop,Coding,93,4.08,3,Mini,406
2025-02-28 00:01:00,Mobile,Coding,192,1.44,1,Mini,1196
2025-02-07 16:53:00,Desktop,Coding,22,10.94,5,GPT-5.1,1192
2025-03-28 23:16:00,Desktop,Writing,68,10.48,2,o1,485
2025-01-21 00:18:00,Tablet,Daily Tasks,145,3.05,2,GPT-5,311
2025-01-04 02:35:00,Smart Speaker,Daily Tasks,179,3.29,2,Mini,451
2025-03-09 01:39:00,Mobile,Education,48,12.26,3,GPT-4o,378
2025-02-28 20:12:00,Tablet,Coding,196,9.28,3,Mini,1116
2025-01-24 10:13:00,Smart Speaker,Daily Tasks,42,5.75,2,o1,1265
2025-03-20 02:47:00,Desktop,Coding,86,9.92,3,Mini,88
2025-01-15 14:43:00,Mobile,Education,66,8.66,2,GPT-5.1,1116
2025-01-23 14:05:00,Desktop,Research,87,3.57,5,GPT-5.1,1133
2025-01-14 21:45:00,Desktop,Entertainment,180,12.87,2,GPT-5,927
2025-01-17 18:17:00,Tablet,Research,147,11.26,4,Mini,1309
2025-03-07 15:12:00,Mobile,Education,160,7.25,1,Mini,77
2025-03-05 07:31:00,Mobile,Writing,54,12.27,1,o1,1055
2025-02-27 20:28:00,Desktop,Writing,189,22.68,4,GPT-5.1,208
2025-03-19 11:14:00,Desktop,Entertainment,89,3.26,1,GPT-4o,1347
2025-01-07 06:46:00,Smart Speaker,Education,132,5.94,4,GPT-5.1,759
2025-02-25 20:07:00,Desktop,Research,141,6.15,3,GPT-4o,154
2025-01-11 08:29:00,Desktop,Writing,134,12.09,4,GPT-4o,1124
2025-03-28 00:14:00,Desktop,Education,122,4.52,3,GPT-5,1128
2025-02-27 01:06:00,Mobile,Research,98,11.64,2,Mini,706
2025-03-10 09:26:00,Mobile,Productivity,131,4.93,1,GPT-4o,479
2025-02-21 09:36:00,Mobile,Writing,181,2.97,1,GPT-4o,45
2025-02-04 12:43:00,Desktop,Coding,81,7.56,4,GPT-4o,1363
2025-03-03 17:45:00,Desktop,Productivity,104,4.85,4,o1,292
2025-03-17 05:13:00,Tablet,Research,40,8.09,2,Mini,1267
2025-01-17 00:33:00,Mobile,Daily Tasks,74,9.47,1,GPT-4o,891
2025-03-20 11:11:00,Mobile,Daily Tasks,155,1.96,1,GPT-4o,1034
2025-03-07 09:25:00,Mobile,Productivity,129,5.28,2,GPT-5.1,1047
2025-01-08 17:25:00,Tablet,Research,46,7.56,3,GPT-5,1289
2025-03-26 05:58:00,Desktop,Productivity,111,12.3,5,GPT-5.1,69
2025-01-17 05:18:00,Desktop,Daily Tasks,163,11.32,4,GPT-5,1486
2025-02-24 02:16:00,Mobile,Productivity,29,3.81,1,o1,84
2025-01-12 15:55:00,Desktop,Daily Tasks,17,6.37,3,GPT-5,1498
2025-01-18 15:38:00,Tablet,Daily Tasks,81,9.8,1,Mini,406
2025-02-27 20:52:00,Mobile,Education,133,6.06,1,GPT-4o,1271
2025-03-03 03:48:00,Tablet,Research,66,4.1,3,o1,143
2025-03-03 19:51:00,Tablet,Entertainment,165,6.94,1,o1,702
2025-01-31 21:03:00,Mobile,Education,170,9.19,3,Mini,822
2025-03-15 19:39:00,Smart Speaker,Education,108,3.53,5,GPT-5.1,1432
2025-01-05 10:27:00,Mobile,Daily Tasks,78,10.53,3,GPT-4o,203
2025-03-18 21:15:00,Tablet,Entertainment,13,7.87,1,Mini,73
2025-01-28 05:03:00,Desktop,Coding,165,10.79,3,Mini,979
2025-02-25 20:35:00,Mobile,Entertainment,179,6.84,1,GPT-4o,92
2025-03-23 12:03:00,Mobile,Daily Tasks,91,20.52,3,GPT-5.1,1170
2025-01-23 23:51:00,Desktop,Productivity,105,9.07,5,GPT-5.1,76
2025-02-07 00:03:00,Desktop,Research,151,11.61,3,Mini,1456
2025-03-16 13:11:00,Smart Speaker,Daily Tasks,140,10.5,3,Mini,808
2025-03-19 19:40:00,Mobile,Productivity,31,6.31,3,GPT-5.1,1423
2025-01-22 04:04:00,Desktop,Writing,136,8.52,5,GPT-5.1,207
2025-02-15 18:42:00,Desktop,Education,185,4.6,3,GPT-5,424
2025-01-30 23:59:00,Desktop,Education,151,19.57,5,GPT-5,693
2025-02-16 12:40:00,Desktop,Entertainment,98,9.75,3,GPT-4o,63
2025-02-04 02:58:00,Smart Speaker,Coding,107,3.92,2,Mini,172
2025-01-01 11:16:00,Mobile,Research,55,16.77,3,GPT-5,507
2025-03-25 04:58:00,Desktop,Entertainment,133,6.55,1,GPT-5,1110
2025-02-27 08:08:00,Mobile,Writing,52,12.7,2,GPT-4o,1068
2025-02-11 13:12:00,Desktop,Productivity,71,1.91,2,GPT-4o,148
2025-01-10 16:52:00,Desktop,Research,56,14.83,5,GPT-5.1,108
2025-01-07 09:56:00,Mobile,Research,70,9.49,3,GPT-4o,990
2025-02-13 02:05:00,Mobile,Writing,76,3.68,1,GPT-4o,552
2025-02-28 10:01:00,Smart Speaker,Productivity,21,9.37,3,Mini,1192
2025-01-24 10:17:00,Mobile,Education,144,18.32,2,GPT-5,461
2025-03-08 23:53:00,Mobile,Writing,90,4.7,2,GPT-5,556
2025-02-05 07:32:00,Tablet,Education,190,4.66,5,GPT-5,344
2025-01-01 23:54:00,Smart Speaker,Productivity,40,6.25,4,Mini,414
2025-02-18 08:05:00,Mobile,Education,135,7.51,2,GPT-5,1065
2025-01-17 07:06:00,Smart Speaker,Entertainment,39,13.25,2,Mini,717
2025-01-02 07:14:00,Tablet,Coding,111,9.84,4,o1,995
2025-01-12 17:02:00,Tablet,Research,100,6.24,3,Mini,136
2025-01-26 14:42:00,Desktop,Education,92,8.77,4,GPT-5,812
2025-02-16 08:05:00,Mobile,Education,132,20.25,2,Mini,698
2025-03-31 01:33:00,Mobile,Education,166,11.0,2,GPT-5.1,1367
2025-01-20 15:30:00,Mobile,Writing,66,6.72,1,GPT-5,646
2025-01-06 03:58:00,Mobile,Education,170,6.11,3,GPT-5.1,172
2025-01-18 05:07:00,Smart Speaker,Education,41,8.42,4,GPT-5,1051
2025-01-29 17:53:00,Smart Speaker,Coding,62,13.15,5,GPT-4o,241
2025-01-19 11:20:00,Desktop,Daily Tasks,65,4.22,4,GPT-5,1365
2025-01-29 22:16:00,Mobile,Writing,190,11.99,1,GPT-4o,587
2025-03-29 05:09:00,Mobile,Coding,28,6.63,4,GPT-5,1181
2025-02-04 03:28:00,Desktop,Research,82,7.33,3,GPT-5.1,990
2025-02-27 02:59:00,Desktop,Writing,87,30.69,5,o1,708
2025-03-03 15:07:00,Desktop,Coding,161,11.21,4,GPT-4o,884
2025-01-12 17:06:00,Tablet,Entertainment,99,4.96,5,GPT-5.1,290
2025-01-23 07:07:00,Mobile,Productivity,193,9.47,4,GPT-5.1,129
2025-02-07 09:56:00,Smart Speaker,Research,149,13.58,4,GPT-4o,1154
2025-02-11 10:10:00,Mobile,Writing,142,11.29,1,GPT-4o,1438
2025-01-02 04:27:00,Smart Speaker,Daily Tasks,151,1.26,2,GPT-4o,1295
2025-02-28 00:54:00,Mobile,Daily Tasks,36,7.12,1,GPT-4o,471
2025-01-28 01:29:00,Tablet,Daily Tasks,92,9.75,5,GPT-5,549
2025-01-30 00:12:00,Desktop,Productivity,119,9.23,4,GPT-5,551
2025-02-24 06:29:00,Mobile,Daily Tasks,45,5.26,3,GPT-5.1,1059
2025-03-27 09:20:00,Tablet,Daily Tasks,28,11.42,2,GPT-4o,942
2025-03-19 20:19:00,Smart Speaker,Writing,31,14.87,4,GPT-4o,1198
2025-03-30 04:05:00,Tablet,Writing,158,2.0,3,GPT-4o,1418
2025-02-07 05:09:00,Desktop,Coding,133,1.86,5,GPT-5.1,600
2025-01-11 18:29:00,Desktop,Daily Tasks,59,9.41,4,GPT-5,1000
2025-01-20 10:31:00,Desktop,Entertainment,148,12.04,3,GPT-5.1,760
2025-01-31 22:39:00,Desktop,Writing,140,4.72,5,GPT-4o,1433
2025-01-28 00:31:00,Mobile,Writing,164,1.32,1,GPT-4o,543
2025-01-19 17:13:00,Mobile,Writing,182,7.2,1,o1,297
2025-01-14 13:53:00,Tablet,Coding,177,9.32,1,GPT-4o,580
2025-01-17 19:27:00,Tablet,Education,40,5.89,3,GPT-4o,935
2025-03-01 05:52:00,Mobile,Daily Tasks,155,13.8,2,GPT-4o,1430
2025-02-14 04:30:00,Tablet,Entertainment,81,8.94,2,o1,1246
2025-01-04 09:07:00,Desktop,Entertainment,83,4.35,4,GPT-5.1,47
2025-02-20 17:51:00,Desktop,Writing,131,4.69,4,GPT-5.1,773
2025-03-17 19:28:00,Mobile,Entertainment,122,7.31,1,o1,255
2025-02-08 07:24:00,Tablet,Writing,86,5.61,3,GPT-4o,556
2025-01-29 16:09:00,Desktop,Education,199,1.77,4,o1,1417
2025-01-25 12:43:00,Mobile,Education,39,8.44,2,GPT-4o,1477
2025-02-04 03:32:00,Mobile,Entertainment,23,4.78,2,GPT-5.1,247
2025-01-26 01:49:00,Desktop,Daily Tasks,10,5.39,4,GPT-5,228
2025-03-25 04:18:00,Mobile,Coding,163,3.24,2,GPT-5,1050
2025-03-31 06:59:00,Tablet,Coding,84,18.63,4,o1,628
2025-01-31 21:30:00,Mobile,Research,90,10.77,1,GPT-4o,660
2025-03-25 03:08:00,Desktop,Writing,131,21.58,4,o1,1312
2025-03-18 19:45:00,Tablet,Education,89,5.87,2,GPT-5,1382
2025-01-07 19:56:00,Desktop,Writing,116,11.18,4,GPT-5.1,1352
2025-02-14 04:12:00,Tablet,Writing,16,8.54,1,o1,1178
2025-03-01 02:08:00,Desktop,Entertainment,35,4.48,3,GPT-4o,1470
2025-02-07 23:48:00,Mobile,Research,186,5.83,3,o1,1085
2025-02-11 02:51:00,Desktop,Writing,92,10.76,4,GPT-5.1,1329
2025-02-14 11:23:00,Desktop,Writing,37,3.24,2,Mini,819
2025-03-03 23:50:00,Tablet,Writing,77,13.88,5,GPT-4o,95
2025-01-27 10:31:00,Desktop,Entertainment,70,8.07,4,GPT-5.1,1228
2025-02-23 17:26:00,Desktop,Entertainment,58,12.72,2,Mini,1396
2025-01-22 21:56:00,Desktop,Writing,62,9.35,4,GPT-5.1,482
2025-03-22 00:47:00,Mobile,Writing,147,2.02,2,GPT-4o,653
2025-01-08 14:53:00,Tablet,Education,25,7.13,2,GPT-4o,866
2025-01-07 00:41:00,Smart Speaker,Productivity,65,14.08,4,o1,984
2025-01-04 09:29:00,Desktop,Research,96,7.98,5,GPT-4o,1018
2025-02-01 11:07:00,Mobile,Productivity,110,7.25,2,Mini,603
2025-02-24 13:29:00,Desktop,Productivity,176,7.98,2,o1,1284
2025-03-30 16:40:00,Mobile,Coding,185,1.66,2,GPT-4o,1224
2025-02-10 22:02:00,Smart Speaker,Education,62,15.02,4,GPT-4o,1414
2025-01-17 09:44:00,Mobile,Coding,110,1.08,2,Mini,872
2025-02-03 03:24:00,Mobile,Education,9,17.05,3,GPT-4o,134
2025-01-12 11:02:00,Desktop,Writing,125,5.58,5,GPT-5.1,1271
2025-02-12 11:29:00,Smart Speaker,Research,34,9.79,3,Mini,137
2025-03-07 14:34:00,Mobile,Daily Tasks,19,1.55,1,GPT-5.1,306
2025-01-04 04:45:00,Desktop,Writing,135,11.95,5,GPT-5,442
2025-03-11 23:15:00,Desktop,Daily Tasks,39,10.66,1,Mini,293
2025-01-21 13:41:00,Desktop,Education,98,10.23,5,GPT-5.1,1091
2025-03-02 12:06:00,Desktop,Coding,24,1.49,4,GPT-4o,671
2025-03-15 09:28:00,Desktop,Productivity,150,4.04,2,GPT-5.1,344
2025-03-11 20:34:00,Mobile,Writing,154,9.38,1,o1,27
2025-03-02 06:56:00,Mobile,Entertainment,117,14.76,1,Mini,340
2025-03-04 10:26:00,Desktop,Productivity,168,3.6,5,GPT-5.1,1045
2025-01-17 21:15:00,Mobile,Coding,90,3.68,3,GPT-5,1195
2025-01-13 05:15:00,Smart Speaker,Entertainment,41,8.97,2,GPT-4o,458
2025-02-04 07:30:00,Tablet,Entertainment,34,28.98,3,GPT-4o,128
2025-02-24 17:45:00,Mobile,Productivity,47,4.54,1,GPT-4o,844
2025-02-25 15:14:00,Desktop,Research,44,5.53,2,o1,1178
2025-03-11 22:03:00,Tablet,Education,68,4.95,3,GPT-4o,123
2025-01-28 18:21:00,Desktop,Productivity,46,6.64,2,Mini,1197
2025-03-19 21:30:00,Desktop,Research,120,15.52,5,GPT-4o,272
2025-02-10 10:09:00,Smart Speaker,Research,33,6.89,3,GPT-5,401
2025-01-23 03:52:00,Mobile,Education,126,30.74,4,GPT-5,941
2025-03-08 04:30:00,Mobile,Research,70,7.79,3,GPT-5,96
2025-01-12 11:15:00,Mobile,Research,138,16.48,3,Mini,472
2025-02-06 11:28:00,Mobile,Research,105,5.83,2,o1,225
2025-03-12 07:09:00,Desktop,Daily Tasks,181,2.73,3,o1,337
2025-03-11 09:35:00,Desktop,Productivity,90,6.88,5,GPT-4o,1164
2025-01-24 02:08:00,Desktop,Productivity,62,10.34,2,Mini,358
2025-01-15 23:45:00,Desktop,Productivity,119,4.07,5,GPT-4o,84
2025-01-03 20:58:00,Tablet,Entertainment,133,14.84,1,o1,337
2025-01-09 01:03:00,Desktop,Entertainment,90,5.13,2,GPT-5.1,148
2025-03-16 06:27:00,Mobile,Writing,114,3.24,3,GPT-5,941
2025-03-12 12:35:00,Tablet,Productivity,96,27.14,3,GPT-4o,1459
2025-02-15 12:56:00,Tablet,Daily Tasks,64,3.91,3,GPT-4o,268
